date(float),date(yyyy-mm-dd),dN,dE,dU,sN,sE,sU
2007.55068,2007-07-20,-90.6450,57.3680,18.4020,0.8440,0.9660,3.6270
2007.55342,2007-07-21,-90.0190,57.8440,24.8350,0.8710,1.0000,3.7060
2007.55616,2007-07-22,-89.4500,59.6890,9.8620,0.8870,1.0160,3.9060
2007.55890,2007-07-23,-88.0540,57.0390,15.0640,0.8850,1.0090,3.7970
2007.56164,2007-07-24,-89.6580,62.6250,11.0970,0.9400,1.0810,3.9090
2007.56438,2007-07-25,-89.0350,59.0850,9.3920,0.9300,1.0770,3.8810
2007.56712,2007-07-26,-89.0630,57.7670,20.2710,0.9910,1.0650,4.1560
2007.56986,2007-07-27,-87.5250,55.4800,14.1040,0.9720,1.1170,4.1060
2007.57260,2007-07-28,-87.7490,57.0540,13.2870,0.9890,1.0610,4.2230
2007.57534,2007-07-29,-88.4910,58.3320,4.7940,0.9560,1.1040,3.9860
2007.57808,2007-07-30,-88.4190,59.8760,7.4770,0.9800,1.0730,4.0560
2007.58082,2007-07-31,-88.2700,57.1880,14.8230,0.9040,1.0380,3.8810
2007.58356,2007-08-01,-90.3030,58.5580,16.4640,0.8280,0.9090,3.6330
2007.58630,2007-08-02,-88.6280,55.7870,15.2400,0.8320,0.8980,3.5670
2007.58904,2007-08-03,-88.4640,64.0570,16.9740,0.8390,0.8970,3.5740
2007.59178,2007-08-04,-89.4820,59.9340,15.5460,0.8330,0.9070,3.6080
2007.59452,2007-08-05,-88.5470,58.2740,15.9730,0.8420,0.9230,3.5550
2007.59726,2007-08-06,-88.0000,56.7030,4.4310,0.9270,0.9840,3.9400
2007.60000,2007-08-07,-88.3480,59.0570,18.4220,0.9830,1.0310,4.2200
2007.60548,2007-08-09,-88.9820,57.9520,18.9390,0.8050,0.8520,3.3760
2007.60822,2007-08-10,-83.3030,58.2410,8.6360,0.8160,0.8700,3.4730
2007.61096,2007-08-11,-88.9980,61.2300,20.3830,0.8140,0.8710,3.4500
2007.61370,2007-08-12,-89.9470,60.7540,17.1210,0.8470,0.8990,3.6100
2007.61644,2007-08-13,-90.2620,60.1280,20.1670,0.8240,0.8790,3.4920
2007.61918,2007-08-14,-89.7780,59.5480,15.1250,0.8600,0.9310,3.6190
2007.62192,2007-08-15,-89.3560,56.1800,8.4290,0.8840,0.9340,3.7300
2007.62466,2007-08-16,-90.0060,57.5920,21.1820,0.8820,0.9490,3.9280
2007.62740,2007-08-17,-89.7170,57.4130,20.7400,0.8940,0.9590,3.9040
2007.63014,2007-08-18,-88.6870,60.3280,19.7470,0.9070,0.9760,4.0440
2007.63288,2007-08-19,-89.7690,61.5950,5.4800,0.8690,0.9250,3.7750
2007.63562,2007-08-20,-91.9900,62.0760,12.6650,0.8270,0.8820,3.5340
2007.63836,2007-08-21,-91.8690,61.3350,21.8570,0.8220,0.8760,3.5000
2007.64110,2007-08-22,-90.4420,61.2790,19.9490,0.8290,0.8790,3.5620
2007.64384,2007-08-23,-91.6890,60.7300,21.6520,0.8100,0.8720,3.4580
2007.64658,2007-08-24,-90.1060,61.7210,24.1470,0.8660,0.9720,3.7860
2007.65205,2007-08-26,-90.6580,60.2660,11.4620,0.9640,1.0160,4.1450
2007.65753,2007-08-28,-89.8610,62.7690,18.9710,1.0340,1.1220,4.2930
2007.66027,2007-08-29,-88.4900,61.3420,15.3330,0.8330,0.9210,3.5150
2007.66301,2007-08-30,-90.0970,61.3960,16.4330,0.8690,0.9900,3.7700
2007.66575,2007-08-31,-90.9030,61.0420,6.9140,0.8740,0.9610,3.6510
2007.66849,2007-09-01,-90.7050,60.6840,16.9590,0.8300,0.9280,3.5550
2007.67123,2007-09-02,-92.5030,61.5760,22.7090,0.8370,0.9310,3.5490
2007.67671,2007-09-04,-90.9580,61.5200,8.5100,0.8730,0.9620,3.6910
2007.67945,2007-09-05,-90.5140,62.4070,7.0140,0.8290,0.9050,3.4620
2007.68219,2007-09-06,-91.2070,61.1520,16.6130,0.8310,0.9070,3.4470
2007.68493,2007-09-07,-90.6830,63.7110,6.8990,0.8310,0.9110,3.4840
2007.68767,2007-09-08,-90.6710,61.1680,16.8560,0.8720,0.9420,3.6580
2007.69041,2007-09-09,-89.6500,63.6410,18.6740,0.8630,0.9500,3.6710
2007.69315,2007-09-10,-92.0530,60.2190,9.9220,0.8340,0.9280,3.4980
2007.69589,2007-09-11,-91.3940,61.7120,13.0830,0.8360,0.9190,3.5050
2007.69863,2007-09-12,-93.0160,62.8440,9.3260,0.8730,0.9610,3.7590
2007.70137,2007-09-13,-92.9840,57.9130,16.2990,0.8450,0.9310,3.5950
2007.70411,2007-09-14,-90.8490,62.9460,24.1260,0.8610,0.9670,3.7190
2007.70685,2007-09-15,-92.6580,59.8780,13.0780,0.9010,0.9870,3.7750
2007.70959,2007-09-16,-92.0740,60.2290,19.2790,0.8940,0.9830,3.7350
2007.71233,2007-09-17,-93.5360,58.7540,20.7900,0.9240,1.0880,3.8600
2007.71507,2007-09-18,-92.1220,60.2700,15.6660,0.9010,0.9590,3.6620
2007.71781,2007-09-19,-91.3920,59.0780,28.2180,0.8990,0.9960,3.7690
2007.72055,2007-09-20,-91.5680,58.9850,6.9300,0.8920,0.9730,3.8590
2007.72329,2007-09-21,-92.3640,57.0800,8.0750,0.8900,0.9780,3.7260
2007.72603,2007-09-22,-94.6970,56.3870,18.4980,0.9380,1.0510,4.0250
2007.73151,2007-09-24,-90.8730,56.9010,32.1390,0.8920,0.9600,3.9110
2007.73425,2007-09-25,-90.2940,63.6010,9.9000,0.8370,0.8960,3.6120
2007.73699,2007-09-26,-87.7790,60.0430,16.1770,0.8710,0.9360,3.7740
2007.73973,2007-09-27,-88.4910,61.6930,22.1410,0.8630,0.9130,3.7440
2007.74247,2007-09-28,-91.2470,60.2250,8.9870,0.8380,0.8880,3.5490
2007.74521,2007-09-29,-88.4110,63.4370,1.0480,0.8390,0.9400,3.6440
2007.74795,2007-09-30,-87.1220,65.1790,14.5890,0.8730,0.9300,3.7970
2007.75068,2007-10-01,-89.8510,61.2710,29.5000,0.9110,0.9880,4.0190
2007.75342,2007-10-02,-91.9010,64.3150,19.7950,0.9160,0.9770,4.0510
2007.75616,2007-10-03,-89.7380,62.2770,31.2640,0.8870,0.9390,3.9390
2007.75890,2007-10-04,-92.4440,66.3190,20.6590,0.8750,0.9550,3.8630
2007.76438,2007-10-06,-89.9610,60.9150,12.3370,0.9040,0.9550,3.9480
2007.76712,2007-10-07,-88.6840,63.5980,17.7440,0.8330,0.8860,3.6120
2007.76986,2007-10-08,-90.3020,65.5130,16.8720,0.8930,1.0080,3.9280
2007.77260,2007-10-09,-86.9420,65.3170,18.7610,0.9530,0.9910,3.8210
2007.77534,2007-10-10,-85.0060,62.6590,11.9140,0.8740,1.0320,3.6970
2007.77808,2007-10-11,-91.2010,65.8510,9.1190,0.8130,0.8720,3.5090
2007.78082,2007-10-12,-90.9390,62.0690,23.3940,0.8750,0.9330,3.8760
2007.78356,2007-10-13,-87.0120,62.3920,8.7580,0.8130,0.8860,3.5200
2007.78630,2007-10-14,-89.1090,65.2440,15.3910,0.8030,0.8490,3.3900
2007.78904,2007-10-15,-90.7580,64.8050,14.8220,0.7990,0.8550,3.4150
2007.79178,2007-10-16,-92.8870,64.4780,12.6030,0.7970,0.8510,3.3820
2007.79452,2007-10-17,-91.1150,65.5480,8.5110,0.8570,0.9560,3.5910
2007.79726,2007-10-18,-93.1010,66.5590,7.5110,0.9580,0.9630,4.1770
2007.80000,2007-10-19,-91.0170,67.4470,3.0060,0.8150,0.8660,3.4390
2007.80274,2007-10-20,-89.8270,64.6700,12.3460,0.8190,0.8710,3.5040
2007.80548,2007-10-21,-90.7600,65.9960,12.7450,0.8160,0.8730,3.5240
2007.80822,2007-10-22,-93.0700,65.5490,14.5170,0.8090,0.8690,3.4150
2007.81096,2007-10-23,-90.8880,64.5980,17.7380,0.8520,0.9060,3.6720
2007.81370,2007-10-24,-90.5090,60.4920,11.9070,0.8640,0.9260,3.7580
2007.81644,2007-10-25,-90.4990,65.9480,11.2390,0.8410,0.9050,3.6120
2007.81918,2007-10-26,-90.6450,63.1090,23.1880,0.8470,0.8980,3.6210
2007.82192,2007-10-27,-91.0810,66.9520,9.5370,0.8190,0.8590,3.4400
2007.82466,2007-10-28,-89.4860,67.1740,18.6810,0.8220,0.8750,3.5040
2007.82740,2007-10-29,-90.5530,65.6440,8.9380,0.8330,0.8760,3.5420
2007.83014,2007-10-30,-91.3300,66.1150,9.4320,0.8150,0.8620,3.4280
2007.83288,2007-10-31,-89.4240,66.4820,8.3110,0.8520,0.9110,3.7420
2007.83562,2007-11-01,-90.0110,63.9350,7.4790,0.8170,0.8580,3.4400
2007.83836,2007-11-02,-93.2420,66.6570,14.5630,0.8010,0.8520,3.4000
2007.84110,2007-11-03,-93.4320,66.8290,10.5780,0.7990,0.8470,3.3580
2007.84384,2007-11-04,-92.9940,67.9150,9.1020,0.8060,0.8560,3.4200
2007.84658,2007-11-05,-92.5290,65.8660,13.0570,0.8220,0.8720,3.5030
2007.84932,2007-11-06,-90.9920,66.4010,15.5570,0.8150,0.8570,3.4790
2007.85205,2007-11-07,-94.0950,66.6920,7.3510,0.8240,0.8780,3.4870
2007.85479,2007-11-08,-93.0220,65.0860,3.7700,0.8220,0.8600,3.4970
2007.85753,2007-11-09,-93.3400,67.1950,10.6620,0.8220,0.8630,3.5200
2007.86027,2007-11-10,-93.0650,65.0980,6.7730,0.8250,0.8650,3.4440
2007.86301,2007-11-11,-92.9980,67.5370,0.0470,0.8020,0.8590,3.4130
2007.86575,2007-11-12,-93.0480,68.3800,14.4100,0.8120,0.8520,3.4130
2007.86849,2007-11-13,-95.5720,64.7660,15.0280,0.8070,0.8600,3.4390
2007.87123,2007-11-14,-92.8880,67.8090,11.0710,0.9500,0.9870,3.9120
2007.87397,2007-11-15,-91.8740,65.4830,12.7670,0.8370,0.8810,3.5190
2007.87671,2007-11-16,-92.2050,68.8470,15.4340,0.8340,0.8750,3.5230
2007.87945,2007-11-17,-93.5070,68.4560,15.6650,0.8100,0.8610,3.4350
2007.88219,2007-11-18,-93.7620,66.7710,10.7670,0.8340,0.8770,3.4550
